Identifier,Amazon Title,Amazon URL,Amazon Image,Amazon Category,Brand,Variations,ASIN,Amazon UPC/EAN,Buy Box,Amazon Sells and In Stock,Average Price (30 days),Average Price (90 days),Amazon Return After Fees,New Sellers,Weight (lbs),Product Size,Sales Rank,Average Rank (30 Days),Average Rank (90 Days),Estimated Monthly Sales,Reviews,Rating,Last Update,Note,Buy Box Price,Average Amazon Sale Price,Average New Sale Price,Lowest Sale Price,Average New Sale Price (Amazon is OOS),Length,Width,Height,WeightUnits,SizeUnits,Amazon In Stock (30 days)
,"Tinactin Jock Itch Spray Powder,4.6 oz. (Pack of 3)",https://amazon.com/dp/B0039NN9FS/,https://m.media-amazon.com/images/I/61pRNSrHL3L.jpg,Health & Household,Tinactin,1,B0039NN9FS,3.11017E+11,FBA,out of stock,,,$14.90 ,8,1.23,Large Standard-Size,17827,15873,22609,850,915,4.6,2021-07-04T02:40:49.000000Z,,$23.25 ,$24.16 ,$23.18 ,$2.68 ,$23.00 ,673,630,224,hundredths-pounds,hundredths-inches,0
,"Towel Bazaar 100% Cotton Turkish Large Bath Sheet Towels, 35 x 70 Inches ( 2 Pack, Gray)",https://amazon.com/dp/B07611CWPM/,https://m.media-amazon.com/images/I/61LwZlT4egL.jpg,Home & Kitchen,Towel Bazaar,23,B07611CWPM,,MF,out of stock,,,$20.82 ,7,4,Large Standard-Size,13422,7991,7200,1358,4870,4.5,2021-07-14T20:19:34.000000Z,,$34.22 ,,$36.26 ,$9.86 ,,1440,950,630,hundredths-pounds,hundredths-inches,0
,"Tylenol Extra Strength Dissolve Packs with Acetaminophen for Pain & Fever, Berry, 12 Count",https://amazon.com/dp/B0891HCPV4/,https://m.media-amazon.com/images/I/51mPvwYVSHL.jpg,Health & Household,Tylenol,1,B0891HCPV4,3.0045E+11,AMZ,yes,,,$0.64 ,5,0.04,Large Standard-Size,14812,17960,15315,729,568,4.7,2021-07-04T08:35:32.000000Z,,$4.47 ,$4.76 ,$4.73 ,$1.28 ,$5.22 ,358,201,134,hundredths-pounds,hundredths-inches,
,"U by Kotex Security Tampons, Super Plus Absorbency, Unscented, 96 Count (6 Packs of 16) (Packaging May Vary)",https://amazon.com/dp/B083M2F82K/,https://m.media-amazon.com/images/I/51CLM0LeCmL.jpg,Health & Household,U By Kotex,3,B083M2F82K,,AMZ,yes,,,$16.32 ,4,2.6,Large Standard-Size,1878,3784,2735,2813,1678,4.8,2021-07-03T13:36:42.000000Z,,$26.90 ,$19.80 ,$19.83 ,$5.47 ,$25.14 ,1165,917,618,hundredths-pounds,hundredths-inches,86
,"U by Kotex Security Maxi Feminine Pads, Heavy Absorbency, Unscented, 132 Count (3 Packs of 44) (Packaging May Vary)",https://amazon.com/dp/B07BQV78B3/,https://m.media-amazon.com/images/I/51WchDBGYAL.jpg,Industrial & Scientific,U By Kotex,2,B07BQV78B3,36000030280,AMZ,yes,,,$1.28 ,3,4,Small Oversize,1658,2390,1319,2813,2068,4.7,2021-07-03T23:34:35.000000Z,,$16.14 ,$22.29 ,$21.96 ,$3.46 ,$34.94 ,1300,1200,825,hundredths-pounds,hundredths-inches,
,Ultra Pro Clear Thick Card Sleeves | Holds cards up to 130-Point | 100-Count,https://amazon.com/dp/B001CM94T8/,https://m.media-amazon.com/images/I/51GPefL+m+L.jpg,Sports & Outdoors,Ultra Pro,3,B001CM94T8,,MF,out of stock,,,$7.01 ,3,0.13,Small Standard-Size,10241,9178,6478,608,792,4.7,2021-07-01T16:12:09.000000Z,,$11.42 ,,$8.30 ,$1.50 ,,374,295,47,hundredths-pounds,hundredths-inches,0
,Elephant Ears (colocasia) 3 Bulb- bold tropical effect to and landscape.,https://amazon.com/dp/B07CG24GH2/,https://m.media-amazon.com/images/I/61auavCDsIL.jpg,"Patio, Lawn & Garden",Unknown,3,B07CG24GH2,,,,,,$4.10 ,4,0.4,Large Standard-Size,4834,4157,2577,1084,1631,3.5,2021-07-02T16:06:07.000000Z,,$9.11 ,,$9.03 ,$2.90 ,$9.11 ,307,283,250,hundredths-pounds,hundredths-inches,0
,Vinnic Pack de 10 batterys for L1154F,https://amazon.com/dp/B0722QZNBD/,https://m.media-amazon.com/images/I/51LQXZ8G1rL.jpg,Health & Household,Vinnic,1,B0722QZNBD,,FBA,out of stock,,,$1.43 ,2,0.05,Small Standard-Size,7501,7269,6273,1556,2213,4.7,2021-07-03T12:05:27.000000Z,,$4.49 ,$7.93 ,$5.74 ,$2.39 ,$5.66 ,460,90,50,hundredths-pounds,hundredths-inches,0
,VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat Warm Hydroponic Heating Pad 10 x 20.75 Inch,https://amazon.com/dp/B015PD8I7I/,https://m.media-amazon.com/images/I/41s0Fxzn1SL.jpg,"Patio, Lawn & Garden",Vivosun,1,B015PD8I7I,7.4292E+11,FBA,out of stock,,,$15.40 ,2,1.57,Large Standard-Size,7900,10755,5165,517,4359,4.7,2021-07-02T15:30:05.000000Z,,$23.99 ,$65.09 ,$28.99 ,$16.80 ,,1051,327,323,hundredths-pounds,hundredths-inches,6
,"1-Pack Westmed #0210 VixOne Nebulizer Mouthpiece, Tee, Flex Hose, and 7' Kink Resistant Tubing",https://amazon.com/dp/B07XRTDFF4/,https://m.media-amazon.com/images/I/41lPH02NfDL.jpg,Health & Household,Vixone,1,B07XRTDFF4,,MF,out of stock,,,$0.06 ,7,0.15,Large Standard-Size,4092,4986,4869,2813,8352,4.7,2021-07-03T13:53:31.000000Z,,$3.87 ,,$3.19 ,$1.01 ,$3.20 ,630,571,209,hundredths-pounds,hundredths-inches,0
,"WD-40 Multi-Use Product with Smart Straw Sprays 2 Ways,12 OZ [12-Pack]",https://amazon.com/dp/B00JIHTCQ4/,https://m.media-amazon.com/images/I/51Lqs8VBGQL.jpg,Industrial & Scientific,Wd-40,3,B00JIHTCQ4,,AMZ,yes,,,$37.37 ,13,12.7,Small Oversize,749,1189,1231,1470,5927,4.8,2021-07-02T23:26:13.000000Z,,$58.56 ,$58.76 ,$59.04 ,$17.82 ,$70.54 ,1050,925,850,hundredths-pounds,hundredths-inches,
,"LED Desk Lamp with Wireless Charger, USB Charging Port, Table Lamp with 6 Brightness Levels & 5 Lighting Modes, Touch Control, Auto-Off Timer, Dimmable Eye",https://amazon.com/dp/B08PFMJR8C/,https://m.media-amazon.com/images/I/41K9qBYO+KL.jpg,Tools & Home Improvement,Weareok,1,B08PFMJR8C,,,,,,$18.78 ,2,1.74,Large Standard-Size,559,2698,4443,780,932,4.7,2021-07-02T08:42:15.000000Z,,$27.99 ,,$33.59 ,$9.99 ,,1740,461,193,hundredths-pounds,hundredths-inches,0
,"Weber 7621 Gas Grill Porcelain Enameled Flavorizer Bar Set for 300 Series Gas Grills (17.6 x 2.3 x 2.2),Gray",https://amazon.com/dp/B00FLRBUOW/,https://m.media-amazon.com/images/I/41Q3nC0cn4L.jpg,"Patio, Lawn & Garden",Weber,1,B00FLRBUOW,77924023170,AMZ,yes,,,$33.93 ,9,6.2,Small Oversize,2629,2759,2137,1537,2119,4.8,2021-07-03T18:36:51.000000Z,,$52.99 ,$50.84 ,$50.75 ,$10.99 ,,2040,640,470,hundredths-pounds,hundredths-inches,
,Weber 7138 Premium Cover Spirit II 200 Grill Accessory,https://amazon.com/dp/B077K5FY4Q/,https://m.media-amazon.com/images/I/41hA7pPQ1xL.jpg,"Patio, Lawn & Garden",Weber,1,B077K5FY4Q,77924058745,MF,out of stock,,,$43.47 ,19,1.83,Large Standard-Size,2268,3137,2856,1377,2727,4.8,2021-07-04T08:42:14.000000Z,,$58.00 ,$60.10 ,$57.46 ,$10.99 ,,1106,768,437,hundredths-pounds,hundredths-inches,
,"Weber 7131 EMW8526527, 44.5""H X 25""W X 65""D, Black",https://amazon.com/dp/B01JIRG07C/,https://m.media-amazon.com/images/I/31kL9tWHY8L.jpg,"Patio, Lawn & Garden",Weber,1,B01JIRG07C,77924049613,MF,out of stock,,,$61.35 ,21,2.87,Large Standard-Size,4575,4415,4971,1046,1282,4.8,2021-07-04T09:09:56.000000Z,,$79.00 ,$89.09 ,$82.79 ,$25.99 ,$83.82 ,1004,736,417,hundredths-pounds,hundredths-inches,0
,Weber 7534 Gas Grill Flavorizer Bars (21.5 x 1.7 x 1.7),https://amazon.com/dp/B000WEIJWU/,https://m.media-amazon.com/images/I/31BZ3Bj0v8L.jpg,"Patio, Lawn & Garden",Weber,1,B000WEIJWU,77924074479,AMZ,yes,,,$33.99 ,8,6.2,Small Oversize,6187,9632,8603,556,1742,4.9,2021-07-04T08:11:25.000000Z,,$52.99 ,$51.18 ,$50.33 ,$10.99 ,$49.59 ,2450,550,300,hundredths-pounds,hundredths-inches,
,Windex Original Glass Cleaner (128 oz. refill + 32 oz. trigger),https://amazon.com/dp/B074L9J35Z/,https://m.media-amazon.com/images/I/51l95Str1IL.jpg,Health & Household,Windex,1,B074L9J35Z,6.07169E+11,MF,out of stock,,,$5.39 ,51,11.49,Large Standard-Size,2746,3072,6632,2813,2897,4.8,2021-07-03T08:52:03.000000Z,,$16.50 ,$58.02 ,$23.12 ,$15.25 ,,1130,1039,543,hundredths-pounds,hundredths-inches,1
,"Windex Glass and Surface Wipes, Original, 38 Wipes (6 Packs) (322588)",https://amazon.com/dp/B088223DXD/,https://m.media-amazon.com/images/I/41Ah0Q8oRtL.jpg,Health & Household,Windex,1,B088223DXD,,MF,out of stock,,,$27.57 ,10,4.12,Large Standard-Size,24009,13959,12498,1278,1056,4.8,2021-07-03T14:47:26.000000Z,,$39.95 ,$25.30 ,$26.62 ,$6.25 ,,795,752,469,hundredths-pounds,hundredths-inches,
,WORX WG545.9 20V Work Air Lithium Multi-Purpose Blower/Sweeper/Cleaner Tool ONLY,https://amazon.com/dp/B012BOB9R0/,https://m.media-amazon.com/images/I/41NsS8EIv5L.jpg,"Patio, Lawn & Garden",Worx,3,B012BOB9R0,8.45534E+11,AMZ,yes,,,$55.53 ,2,5.75,Small Oversize,5588,4217,3781,744,4290,4.4,2021-07-03T04:22:54.000000Z,,$79.98 ,$64.43 ,$83.05 ,$39.99 ,$144.13 ,2020,850,770,hundredths-pounds,hundredths-inches,
,"Wypall - KCC41041 X80 Reusable Wipes (41041), Extended Use Cloths Brag Box Format, Blue, 160 Sheets/Box; 1 Box/Case",https://amazon.com/dp/B0040ZOFSE/,https://m.media-amazon.com/images/I/51wUq1PVY5L.jpg,Industrial & Scientific,Wypall,1,B0040ZOFSE,,AMZ,yes,,,$9.32 ,8,5,Small Oversize,1404,1876,3880,681,1845,4.8,2021-07-03T16:23:34.000000Z,,$23.78 ,$22.37 ,$23.14 ,$10.16 ,$34.97 ,1150,1000,900,hundredths-pounds,hundredths-inches,
,"X-ACTO 26315 Heavy Duty Wood Guillotine Trimmer, 12"" x 15""",https://amazon.com/dp/B0006HVQH8/,https://m.media-amazon.com/images/I/41dY5gcQOaL.jpg,Office Products,X-acto,2,B0006HVQH8,3.43538E+11,MF,yes,,,$29.51 ,22,8.2,Small Oversize,4433,3957,6413,612,1079,4.5,2021-07-02T11:49:10.000000Z,,$52.33 ,$58.51 ,$51.15 ,$15.59 ,$75.78 ,2264,1736,559,hundredths-pounds,hundredths-inches,
